# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.079264	0.079264
2	0.412186	0.332922
3	0.718686	0.306500
4	1.027405	0.308719
5	1.335490	0.308085
6	1.652349	0.316859
7	1.972833	0.320484
8	2.301437	0.328604
9	2.641964	0.340527
10	2.994078	0.352114
11	3.359284	0.365206
12	3.728511	0.369227
13	4.106215	0.377704
14	4.497010	0.390795
15	4.894322	0.397312
16	5.298308	0.403986
17	5.710672	0.412364
18	6.130008	0.419336
19	6.556237	0.426229
20	6.991319	0.435082
21	7.448128	0.456809
22	7.909691	0.461563
23	8.385930	0.476239
24	8.883639	0.497709
25	9.410899	0.527260
26	9.957727	0.546828
27	10.535077	0.577350
28	11.153029	0.617952
29	11.816179	0.663150
30	12.541501	0.725322
31	13.337748	0.796247
32	14.226371	0.888623
33	15.212401	0.986030
34	16.312455	1.100054
35	17.569711	1.257256
36	18.991695	1.421984
37	20.588726	1.597031
38	22.397821	1.809095
39	24.424883	2.027062
40	26.683637	2.258754
41	29.177590	2.493953
42	31.906028	2.728438
43	34.856612	2.950584
44	38.019874	3.163262
45	41.349667	3.329793
46	44.826956	3.477289
47	48.391452	3.564496
48	52.040639	3.649187
49	55.701690	3.661051
50	59.348282	3.646592
51	62.935377	3.587095
52	66.398762	3.463385
53	69.733209	3.334447
54	72.900433	3.167224
55	75.875022	2.974589
56	78.628970	2.753948
57	81.144610	2.515640
58	83.421388	2.276778
59	85.459938	2.038550
60	87.277649	1.817711
61	88.884464	1.606815
62	90.282046	1.397582
63	91.491232	1.209186
64	92.518340	1.027108
65	93.394287	0.875947
66	94.141514	0.747227
67	94.764695	0.623181
68	95.287320	0.522625
69	95.717391	0.430071
70	96.082736	0.365345
71	96.381532	0.298796
72	96.630793	0.249261
73	96.838441	0.207648
74	97.009289	0.170848
75	97.150448	0.141159
76	97.272335	0.121887
77	97.374812	0.102477
78	97.463009	0.088197
79	97.539520	0.076511
80	97.608584	0.069064
81	97.670993	0.062409
82	97.726391	0.055398
83	97.777253	0.050862
84	97.824392	0.047139
85	97.868322	0.043930
86	97.911618	0.043296
87	97.952775	0.041157
88	97.994130	0.041355
89	98.033287	0.039157
90	98.071018	0.037731
91	98.107640	0.036622
92	98.142657	0.035017
93	98.176248	0.033591
94	98.209582	0.033334
95	98.242124	0.032542
96	98.274368	0.032244
97	98.305087	0.030719
98	98.334559	0.029472
99	98.363080	0.028521
100	98.392730	0.029650
101	98.420835	0.028105
102	98.448029	0.027194
103	98.475262	0.027233
104	98.500257	0.024995
105	98.526362	0.026105
106	98.551120	0.024758
107	98.575125	0.024005
108	98.598793	0.023668
109	98.620580	0.021787
110	98.642208	0.021628
111	98.663341	0.021133
112	98.684950	0.021609
113	98.704103	0.019153
114	98.722978	0.018875
115	98.740843	0.017865
116	98.759025	0.018182
117	98.777861	0.018836
118	98.795627	0.017766
119	98.813928	0.018301
120	98.831001	0.017073
121	98.847995	0.016994
122	98.863602	0.015607
123	98.879942	0.016340
124	98.895292	0.015350
125	98.910028	0.014736
126	98.925774	0.015746
127	98.940926	0.015152
128	98.956137	0.015211
129	98.970635	0.014498
130	98.985866	0.015231
131	99.000463	0.014597
