# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.069671	0.069671
2	0.377829	0.308158
3	0.666397	0.288568
4	0.965368	0.298971
5	1.266571	0.301203
6	1.585670	0.319099
7	1.907858	0.322188
8	2.242302	0.334444
9	2.581110	0.338808
10	2.933988	0.352878
11	3.296033	0.362045
12	3.673364	0.377331
13	4.062333	0.388969
14	4.460131	0.397798
15	4.873035	0.412904
16	5.301662	0.428627
17	5.740612	0.438950
18	6.191898	0.451286
19	6.655600	0.463702
20	7.138154	0.482554
21	7.651598	0.513444
22	8.185589	0.533991
23	8.736340	0.550751
24	9.315908	0.579568
25	9.922260	0.606352
26	10.560896	0.638636
27	11.222929	0.662033
28	11.919399	0.696470
29	12.642234	0.722835
30	13.413137	0.770903
31	14.227585	0.814448
32	15.085059	0.857474
33	15.995065	0.910006
34	16.968843	0.973778
35	18.016417	1.047574
36	19.131669	1.115252
37	20.325341	1.193672
38	21.628481	1.303140
39	23.017135	1.388654
40	24.514580	1.497445
41	26.121633	1.607053
42	27.845708	1.724075
43	29.690930	1.845222
44	31.659232	1.968302
45	33.766915	2.107683
46	36.008519	2.241604
47	38.371669	2.363150
48	40.839883	2.468214
49	43.417725	2.577842
50	46.084230	2.666505
51	48.843882	2.759652
52	51.666310	2.822428
53	54.546571	2.880261
54	57.443353	2.896782
55	60.329752	2.886399
56	63.200009	2.870257
57	66.018849	2.818840
58	68.766883	2.748034
59	71.423743	2.656860
60	73.973207	2.549464
61	76.392157	2.418950
62	78.655464	2.263307
63	80.775344	2.119880
64	82.745380	1.970036
65	84.551980	1.806600
66	86.197755	1.645775
67	87.691793	1.494038
68	89.032818	1.341025
69	90.224278	1.191460
70	91.280103	1.055825
71	92.212768	0.932665
72	93.023668	0.810900
73	93.728129	0.704461
74	94.335158	0.607029
75	94.861775	0.526617
76	95.313500	0.451725
77	95.702469	0.388969
78	96.034920	0.332451
79	96.316055	0.281135
80	96.556336	0.240281
81	96.763017	0.206681
82	96.937752	0.174735
83	97.088015	0.150263
84	97.218469	0.130454
85	97.332342	0.113873
86	97.431926	0.099584
87	97.522123	0.090197
88	97.599586	0.077463
89	97.668101	0.068515
90	97.729780	0.061679
91	97.785381	0.055601
92	97.837853	0.052472
93	97.886559	0.048706
94	97.931578	0.045019
95	97.971874	0.040296
96	98.012349	0.040475
97	98.052027	0.039678
98	98.089413	0.037386
99	98.124727	0.035314
100	98.159184	0.034457
101	98.193023	0.033839
102	98.226483	0.033460
103	98.257253	0.030770
104	98.286867	0.029614
105	98.316202	0.029335
106	98.344042	0.027840
107	98.371145	0.027103
108	98.397670	0.026525
109	98.423438	0.025768
110	98.449027	0.025589
111	98.473878	0.024851
112	98.498928	0.025050
113	98.522424	0.023496
114	98.545880	0.023456
115	98.568280	0.022400
116	98.589743	0.021463
117	98.612382	0.022639
118	98.634104	0.021722
119	98.655786	0.021682
120	98.677668	0.021882
121	98.697597	0.019929
122	98.716031	0.018434
123	98.735382	0.019351
124	98.754414	0.019032
125	98.774223	0.019809
126	98.792099	0.017876
127	98.809995	0.017896
128	98.826715	0.016720
129	98.844033	0.017318
130	98.860913	0.016880
131	98.876936	0.016023
132	98.893477	0.016541
133	98.909300	0.015823
134	98.925103	0.015803
135	98.939631	0.014528
136	98.954079	0.014448
137	98.967989	0.013910
138	98.981341	0.013352
139	98.994793	0.013452
140	99.008683	0.013890
