# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.086792	0.086792
2	0.423632	0.336840
3	0.767614	0.343982
4	1.140163	0.372549
5	1.530486	0.390323
6	1.951636	0.421150
7	2.393103	0.441467
8	2.865941	0.472838
9	3.363595	0.497654
10	3.896131	0.532536
11	4.470893	0.574762
12	5.081586	0.610693
13	5.738480	0.656894
14	6.428582	0.690102
15	7.158307	0.729725
16	7.929935	0.771628
17	8.759707	0.829772
18	9.601504	0.841797
19	10.489259	0.887755
20	11.442037	0.952778
21	12.481830	1.039793
22	13.614689	1.132859
23	14.867468	1.252779
24	16.259151	1.391683
25	17.821634	1.562483
26	19.602006	1.780372
27	21.604604	2.002598
28	23.851843	2.247239
29	26.372189	2.520346
30	29.166066	2.793877
31	32.234664	3.068598
32	35.543504	3.308840
33	39.079917	3.536413
34	42.798025	3.718108
35	46.684775	3.886750
36	50.692796	4.008021
37	54.744919	4.052123
38	58.776403	4.031484
39	62.724565	3.948162
40	66.558638	3.834073
41	70.225663	3.667025
42	73.678431	3.452768
43	76.892813	3.214382
44	79.834471	2.941658
45	82.504797	2.670326
46	84.893118	2.388321
47	86.999818	2.106700
48	88.841078	1.841260
49	90.429970	1.588892
50	91.793549	1.363579
51	92.938291	1.144742
52	93.912213	0.973922
53	94.715153	0.802940
54	95.379592	0.664439
55	95.928752	0.549160
56	96.367273	0.438521
57	96.729251	0.361978
58	97.019345	0.290094
59	97.257267	0.237922
60	97.450562	0.193295
61	97.613918	0.163356
62	97.744207	0.130289
63	97.855007	0.110800
64	97.947448	0.092441
65	98.029035	0.081587
66	98.098699	0.069664
67	98.160111	0.061412
68	98.217872	0.057761
69	98.270670	0.052798
70	98.319211	0.048541
71	98.364746	0.045535
72	98.405297	0.040551
73	98.444174	0.038877
74	98.483737	0.039563
75	98.520455	0.036718
76	98.555902	0.035447
77	98.589675	0.033773
78	98.623448	0.033773
79	98.654094	0.030646
80	98.685284	0.031190
81	98.716757	0.031473
82	98.746535	0.029778
83	98.776051	0.029516
84	98.804538	0.028487
85	98.830947	0.026409
86	98.858930	0.027983
87	98.882958	0.024028
88	98.908136	0.025178
89	98.929642	0.021506
90	98.952298	0.022656
91	98.975459	0.023161
92	98.997268	0.021809
93	99.017645	0.020377
