# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.067615	0.067615
2	0.352566	0.284951
3	0.588099	0.235533
4	0.818359	0.230260
5	1.027865	0.209506
6	1.230334	0.202469
7	1.431812	0.201478
8	1.635213	0.203401
9	1.835065	0.199852
10	2.031845	0.196780
11	2.231876	0.200031
12	2.438726	0.206850
13	2.649996	0.211270
14	2.863129	0.213133
15	3.075807	0.212678
16	3.289317	0.213510
17	3.507466	0.218149
18	3.718082	0.210616
19	3.936330	0.218248
20	4.156104	0.219774
21	4.383530	0.227426
22	4.612403	0.228873
23	4.839888	0.227485
24	5.074232	0.234344
25	5.315910	0.241678
26	5.555368	0.239458
27	5.805193	0.249825
28	6.055534	0.250341
29	6.312793	0.257259
30	6.571340	0.258547
31	6.838292	0.266952
32	7.113272	0.274980
33	7.388133	0.274861
34	7.668168	0.280035
35	7.953020	0.284852
36	8.248061	0.295041
37	8.547502	0.299441
38	8.853842	0.306340
39	9.170608	0.316766
40	9.488366	0.317758
41	9.813101	0.324735
42	10.149313	0.336212
43	10.496289	0.346976
44	10.853573	0.357284
45	11.228301	0.374728
46	11.614586	0.386285
47	12.011337	0.396751
48	12.421904	0.410567
49	12.849221	0.427317
50	13.293110	0.443889
51	13.753313	0.460203
52	14.233676	0.480363
53	14.741612	0.507936
54	15.273256	0.531644
55	15.830709	0.557453
56	16.417262	0.586553
57	17.030397	0.613135
58	17.682781	0.652384
59	18.365216	0.682435
60	19.082004	0.716788
61	19.844682	0.762678
62	20.655866	0.811184
63	21.507686	0.851820
64	22.407675	0.899989
65	23.374447	0.966772
66	24.386989	1.012542
67	25.463737	1.076748
68	26.605781	1.142044
69	27.805846	1.200065
70	29.076202	1.270356
71	30.415640	1.339438
72	31.824180	1.408540
73	33.293358	1.469178
74	34.827554	1.534196
75	36.433924	1.606370
76	38.110328	1.676404
77	39.844911	1.734583
78	41.637238	1.792327
79	43.473492	1.836254
80	45.369492	1.896000
81	47.298536	1.929044
82	49.278267	1.979731
83	51.294769	2.016502
84	53.322926	2.028157
85	55.363909	2.040983
86	57.414446	2.050537
87	59.467798	2.053352
88	61.506223	2.038425
89	63.533548	2.027325
90	65.531297	1.997749
91	67.490868	1.959571
92	69.416383	1.925515
93	71.286316	1.869933
94	73.100408	1.814092
95	74.853446	1.753038
96	76.544657	1.691211
97	78.157648	1.612991
98	79.705502	1.547854
99	81.181003	1.475501
100	82.576896	1.395893
101	83.895798	1.318902
102	85.140999	1.245201
103	86.307920	1.166921
104	87.396443	1.088523
105	88.410413	1.013970
106	89.348977	0.938564
107	90.220996	0.872019
108	91.026074	0.805078
109	91.756064	0.729990
110	92.421789	0.665725
111	93.040237	0.618448
112	93.596382	0.556145
113	94.104457	0.508075
114	94.559328	0.454871
115	94.968250	0.408922
116	95.335981	0.367731
117	95.666366	0.330385
118	95.963052	0.296686
119	96.228795	0.265743
120	96.466528	0.237733
121	96.680811	0.214283
122	96.865677	0.184866
123	97.033198	0.167521
124	97.183454	0.150256
125	97.315235	0.131781
126	97.432149	0.116914
127	97.538458	0.106309
128	97.633627	0.095169
129	97.719380	0.085753
130	97.795598	0.076218
131	97.864363	0.068765
132	97.927677	0.063314
133	97.985282	0.057605
134	98.036504	0.051222
135	98.081918	0.045414
136	98.123783	0.041865
137	98.164241	0.040458
138	98.201547	0.037306
139	98.236078	0.034531
140	98.267398	0.031320
141	98.296914	0.029516
142	98.325181	0.028267
143	98.351763	0.026582
144	98.376442	0.024679
145	98.400804	0.024362
146	98.425126	0.024322
147	98.447268	0.022142
148	98.468141	0.020873
149	98.489292	0.021151
150	98.509491	0.020199
151	98.529472	0.019981
152	98.548541	0.019069
153	98.566659	0.018118
154	98.585332	0.018673
155	98.602161	0.016829
156	98.619109	0.016948
157	98.635701	0.016592
158	98.652947	0.017246
159	98.669321	0.016374
160	98.685437	0.016116
161	98.702009	0.016572
162	98.718145	0.016136
163	98.733587	0.015442
164	98.748295	0.014708
165	98.763301	0.015006
166	98.778882	0.015581
167	98.792520	0.013638
168	98.806455	0.013935
169	98.821540	0.015085
170	98.834306	0.012766
171	98.847032	0.012726
172	98.860353	0.013321
173	98.873139	0.012786
174	98.885687	0.012548
175	98.897878	0.012191
176	98.909355	0.011477
177	98.921407	0.012052
178	98.933142	0.011735
179	98.945174	0.012032
180	98.956810	0.011636
181	98.968981	0.012171
182	98.981112	0.012131
183	98.992550	0.011438
184	99.003373	0.010823
